NechaG93688	NechaT93688	2615272	2615619	2615620	2615696	2615697	2616194
NechaG88027	NechaT88027	332344	332443	332444	332504	332505	332530
NechaG88027	NechaT88027	332505	332530	332531	332588	332589	332723
NechaG87499	NechaT87499	1168725	1169068	1169069	1169121	1169122	1169677
NechaG42458	NechaT42458	571031	571228	571229	571282	571283	571406
NechaG42458	NechaT42458	571283	571406	571407	571459	571460	571836
NechaG42458	NechaT42458	571460	571836	571837	571883	571884	572021
NechaG42458	NechaT42458	571884	572021	572022	572076	572077	572727
NechaG6025	NechaT6025	974223	974380	974381	974435	974436	975291
NechaG87583	NechaT87583	1414797	1414962	1414963	1415008	1415009	1415547
NechaG87583	NechaT87583	1415009	1415547	1415548	1415609	1415610	1415879
NechaG95408	NechaT95408	1088507	1088958	1088959	1089005	1089006	1089093
NechaG95408	NechaT95408	1089006	1089093	1089094	1089141	1089142	1089504
NechaG100743	NechaT100743	538917	540284	540285	540343	540344	541719
NechaG42745	NechaT42745	1074364	1074535	1074536	1075092	1075093	1076054
NechaG62107	NechaT62107	2514742	2515809	2515810	2515864	2515865	2515917
NechaG93252	NechaT93252	529682	530113	530114	530160	530161	530620
NechaG93252	NechaT93252	530161	530620	530621	530669	530670	531256
NechaG103421	NechaT103421	1850850	1851204	1851205	1851254	1851255	1851439
NechaG103421	NechaT103421	1851255	1851439	1851440	1851485	1851486	1851540
NechaG103421	NechaT103421	1851486	1851540	1851541	1851588	1851589	1851958
NechaG89094	NechaT89094	39077	39306	39307	39350	39351	40053
NechaG34502	NechaT34502	3905039	3906587	3906588	3906632	3906633	3906853
NechaG95470	NechaT95470	1353540	1353545	1353546	1353602	1353603	1354805
NechaG89445	NechaT89445	8333	9084	9085	9279	9280	9453
NechaG89445	NechaT89445	9280	9453	9454	9626	9627	9933
NechaG69753	NechaT69753	3721950	3723453	3723454	3723501	3723502	3723984
NechaG47695	NechaT47695	2872457	2872619	2872620	2872671	2872672	2872764
NechaG47695	NechaT47695	2872672	2872764	2872765	2872812	2872813	2872838
NechaG47695	NechaT47695	2872813	2872838	2872839	2872886	2872887	2873154
NechaG47695	NechaT47695	2872887	2873154	2873155	2873204	2873205	2873470
NechaG82863	NechaT82863	1937350	1937402	1937403	1937459	1937460	1938031
NechaG82863	NechaT82863	1937460	1938031	1938032	1938082	1938083	1938585
NechaG82863	NechaT82863	1938083	1938585	1938586	1938637	1938638	1938928
NechaG82863	NechaT82863	1938638	1938928	1938929	1938986	1938987	1939109
NechaG45252	NechaT45252	2049000	2049095	2049096	2049146	2049147	2049970
NechaG45252	NechaT45252	2049147	2049970	2049971	2050064	2050065	2050242
NechaG55459	NechaT55459	323370	323877	323878	323961	323962	324578
NechaG88677	NechaT88677	51088	51418	51419	51575	51576	51589
NechaG44019	NechaT44019	1210601	1211688	1211689	1211743	1211744	1212155
NechaG37236	NechaT37236	4332269	4332459	4332460	4332512	4332513	4332607
NechaG37236	NechaT37236	4332513	4332607	4332608	4332669	4332670	4333063
NechaG37236	NechaT37236	4332670	4333063	4333064	4333119	4333120	4333956
NechaG37236	NechaT37236	4333120	4333956	4333957	4334027	4334028	4334142
NechaG74372	NechaT74372	1346727	1346824	1346825	1346880	1346881	1347622
NechaG74372	NechaT74372	1346881	1347622	1347623	1347973	1347974	1349008
NechaG93751	NechaT93751	2901483	2901641	2901642	2901689	2901690	2901821
NechaG93751	NechaT93751	2901690	2901821	2901822	2901868	2901869	2902004
NechaG93751	NechaT93751	2901869	2902004	2902005	2902057	2902058	2902152
NechaG93751	NechaT93751	2902058	2902152	2902153	2902202	2902203	2902325
NechaG93751	NechaT93751	2902203	2902325	2902326	2902397	2902398	2902925
NechaG93751	NechaT93751	2902398	2902925	2902926	2902983	2902984	2903152
NechaG93751	NechaT93751	2902984	2903152	2903153	2903201	2903202	2903280
NechaG93751	NechaT93751	2903202	2903280	2903281	2903334	2903335	2903399
NechaG93751	NechaT93751	2903335	2903399	2903400	2903451	2903452	2903579
NechaG93751	NechaT93751	2903452	2903579	2903580	2903634	2903635	2903706
NechaG102289	NechaT102289	40355	41048	41049	41103	41104	42527
NechaG88822	NechaT88822	48154	48340	48341	48509	48510	48545
NechaG88822	NechaT88822	48510	48545	48546	48613	48614	48882
NechaG44197	NechaT44197	3139605	3139824	3139825	3139875	3139876	3141275
NechaG99566	NechaT99566	1453307	1455564	1455565	1455630	1455631	1455756
NechaG99566	NechaT99566	1455631	1455756	1455757	1455870	1455871	1456279
NechaG60284	NechaT60284	2490069	2490473	2490474	2490524	2490525	2491016
NechaG60284	NechaT60284	2490525	2491016	2491017	2491070	2491071	2491400
NechaG60284	NechaT60284	2491071	2491400	2491401	2491462	2491463	2491542
NechaG60284	NechaT60284	2491463	2491542	2491543	2491594	2491595	2491667
NechaG60284	NechaT60284	2491595	2491667	2491668	2491761	2491762	2491809
NechaG60284	NechaT60284	2491762	2491809	2491810	2491925	2491926	2491951
NechaG35570	NechaT35570	3495397	3495633	3495634	3495688	3495689	3496075
NechaG35570	NechaT35570	3495689	3496075	3496076	3496122	3496123	3496539
NechaG35570	NechaT35570	3496123	3496539	3496540	3496590	3496591	3497172
NechaG93222	NechaT93222	399673	399715	399716	399762	399763	401513
NechaG105314	NechaT105314	1520963	1521242	1521243	1521342	1521343	1522138
NechaG37796	NechaT37796	2197399	2198325	2198326	2198391	2198392	2198763
NechaG37796	NechaT37796	2198392	2198763	2198764	2198817	2198818	2198947
NechaG37796	NechaT37796	2198818	2198947	2198948	2199002	2199003	2199172
NechaG37796	NechaT37796	2199003	2199172	2199173	2199295	2199296	2199526
NechaG100696	NechaT100696	3595341	3596264	3596265	3596311	3596312	3596339
NechaG88905	NechaT88905	31480	31559	31560	31590	31591	32497
NechaG88905	NechaT88905	31591	32497	32498	32556	32557	32884
NechaG88905	NechaT88905	32557	32884	32885	32948	32949	33469
NechaG55449	NechaT55449	249325	249831	249832	249896	249897	250016
NechaG73402	NechaT73402	3934269	3934312	3934313	3934432	3934433	3934547
NechaG73402	NechaT73402	3934433	3934547	3934548	3934612	3934613	3934858
NechaG44533	NechaT44533	355138	355343	355344	355397	355398	356945
NechaG44533	NechaT44533	355398	356945	356946	357023	357024	357117
NechaG36547	NechaT36547	1054057	1054461	1054462	1054549	1054550	1055854
NechaG83224	NechaT83224	2933055	2934151	2934152	2934203	2934204	2934720
NechaG105437	NechaT105437	754151	754622	754623	754682	754683	755682
NechaG83141	NechaT83141	2688706	2688778	2688779	2688940	2688941	2689863
NechaG95146	NechaT95146	2487753	2487780	2487781	2487875	2487876	2488567
NechaG95146	NechaT95146	2487876	2488567	2488568	2488624	2488625	2488702
NechaG95146	NechaT95146	2488625	2488702	2488703	2488755	2488756	2489134
NechaG95146	NechaT95146	2488756	2489134	2489135	2489191	2489192	2489336
NechaG95146	NechaT95146	2489192	2489336	2489337	2489398	2489399	2489423
NechaG88068	NechaT88068	494088	494432	494433	494482	494483	494990
NechaG88068	NechaT88068	494483	494990	494991	495037	495038	495486
NechaG4083	NechaT4083	299561	299789	299790	299855	299856	300830
NechaG4083	NechaT4083	299856	300830	300831	300882	300883	301001
NechaG87043	NechaT87043	2240889	2241166	2241167	2241278	2241279	2242827
NechaG101368	NechaT101368	2262601	2263009	2263010	2263063	2263064	2265005
NechaG90580	NechaT90580	6277589	6277712	6277713	6277764	6277765	6277898
NechaG90580	NechaT90580	6277765	6277898	6277899	6277964	6277965	6278096
NechaG90580	NechaT90580	6277965	6278096	6278097	6278125	6278126	6278336
NechaG90580	NechaT90580	6278126	6278336	6278337	6278403	6278404	6279445
NechaG90580	NechaT90580	6278404	6279445	6279446	6279557	6279558	6279973
NechaG90580	NechaT90580	6279558	6279973	6279974	6280031	6280032	6280197
NechaG90580	NechaT90580	6280032	6280197	6280198	6280238	6280239	6280329
NechaG87699	NechaT87699	1710164	1711642	1711643	1711672	1711673	1711796
NechaG87699	NechaT87699	1711673	1711796	1711797	1712166	1712167	1714031
NechaG87699	NechaT87699	1712167	1714031	1714032	1714155	1714156	1714386
NechaG102366	NechaT102366	2689845	2690612	2690613	2690718	2690719	2690784
NechaG102366	NechaT102366	2690719	2690784	2690785	2690883	2690884	2691128
NechaG102366	NechaT102366	2690884	2691128	2691129	2691198	2691199	2691399
NechaG102366	NechaT102366	2691199	2691399	2691400	2692016	2692017	2692096
NechaG55574	NechaT55574	161741	162344	162345	162401	162402	162733
NechaG80115	NechaT80115	1102992	1103278	1103279	1103324	1103325	1103373
NechaG88267	NechaT88267	1034554	1034776	1034777	1034828	1034829	1035984
NechaG88267	NechaT88267	1034829	1035984	1035985	1036163	1036164	1036271
NechaG88267	NechaT88267	1036164	1036271	1036272	1036353	1036354	1036372
NechaG88283	NechaT88283	1085663	1086768	1086769	1086819	1086820	1087067
NechaG88283	NechaT88283	1086820	1087067	1087068	1087108	1087109	1087410
NechaG95122	NechaT95122	2361736	2362103	2362104	2362163	2362164	2362607
NechaG95122	NechaT95122	2362164	2362607	2362608	2362671	2362672	2362780
NechaG95122	NechaT95122	2362672	2362780	2362781	2362837	2362838	2362972
NechaG95122	NechaT95122	2362838	2362972	2362973	2363014	2363015	2363029
NechaG91293	NechaT91293	3284749	3285124	3285125	3285215	3285216	3285424
NechaG29831	NechaT29831	1113955	1114223	1114224	1114294	1114295	1115327
NechaG90291	NechaT90291	4338647	4338700	4338701	4338731	4338732	4338834
NechaG90291	NechaT90291	4338732	4338834	4338835	4338921	4338922	4339014
NechaG90291	NechaT90291	4338922	4339014	4339015	4339083	4339084	4339637
NechaG84887	NechaT84887	1870667	1871850	1871851	1871907	1871908	1871991
NechaG84887	NechaT84887	1871908	1871991	1871992	1872040	1872041	1872218
NechaG11421	NechaT11421	3686066	3687027	3687028	3687073	3687074	3688239
NechaG11421	NechaT11421	3687074	3688239	3688240	3688301	3688302	3688377
NechaG11421	NechaT11421	3688302	3688377	3688378	3688429	3688430	3688487
NechaG99206	NechaT99206	1786471	1786775	1786776	1786828	1786829	1787465
NechaG99206	NechaT99206	1786829	1787465	1787466	1787530	1787531	1787673
NechaG37841	NechaT37841	2662799	2662849	2662850	2662903	2662904	2663053
NechaG37841	NechaT37841	2662904	2663053	2663054	2663107	2663108	2666872
NechaG37841	NechaT37841	2663108	2666872	2666873	2666922	2666923	2667381
NechaG87734	NechaT87734	1809521	1809805	1809806	1809855	1809856	1811355
NechaG79724	NechaT79724	4137087	4137402	4137403	4137476	4137477	4138692
NechaG79724	NechaT79724	4137477	4138692	4138693	4138740	4138741	4138825
NechaG88855	NechaT88855	174188	174644	174645	174741	174742	174905
NechaG88855	NechaT88855	174742	174905	174906	175508	175509	175553
NechaG77716	NechaT77716	1827001	1827043	1827044	1827077	1827078	1827138
NechaG77716	NechaT77716	1827078	1827138	1827139	1827344	1827345	1827381
NechaG77716	NechaT77716	1827345	1827381	1827382	1827437	1827438	1827517
NechaG77716	NechaT77716	1827438	1827517	1827518	1827758	1827759	1827843
NechaG104743	NechaT104743	1982496	1982982	1982983	1983372	1983373	1984525
NechaG97801	NechaT97801	1762720	1763026	1763027	1763085	1763086	1763901
NechaG97801	NechaT97801	1763086	1763901	1763902	1763958	1763959	1764005
NechaG64609	NechaT64609	659897	660907	660908	661120	661121	662106
NechaG64609	NechaT64609	661121	662106	662107	662156	662157	662704
NechaG75810	NechaT75810	1360	1381	1382	1435	1436	1485
NechaG75810	NechaT75810	1436	1485	1486	1686	1687	1710
NechaG75810	NechaT75810	1687	1710	1711	1756	1757	1803
NechaG75810	NechaT75810	1757	1803	1804	1887	1888	1909
NechaG75810	NechaT75810	1888	1909	1910	1950	1951	1972
NechaG75810	NechaT75810	1951	1972	1973	2063	2064	2230
NechaG82536	NechaT82536	1092389	1092504	1092505	1092559	1092560	1092573
NechaG82536	NechaT82536	1092560	1092573	1092574	1092637	1092638	1092968
NechaG82536	NechaT82536	1092638	1092968	1092969	1093020	1093021	1094207
NechaG82536	NechaT82536	1093021	1094207	1094208	1094254	1094255	1094412
NechaG96216	NechaT96216	1514543	1514640	1514641	1514684	1514685	1516020
NechaG102404	NechaT102404	5469749	5469840	5469841	5469899	5469900	5469970
NechaG102404	NechaT102404	5469900	5469970	5469971	5470055	5470056	5470803
NechaG44897	NechaT44897	2117741	2118430	2118431	2118562	2118563	2118675
NechaG44897	NechaT44897	2118563	2118675	2118676	2118726	2118727	2118844
NechaG44897	NechaT44897	2118727	2118844	2118845	2118895	2118896	2119261
NechaG44897	NechaT44897	2118896	2119261	2119262	2119323	2119324	2119457
NechaG44897	NechaT44897	2119324	2119457	2119458	2119504	2119505	2119718
NechaG23989	NechaT23989	1065451	1065578	1065579	1065627	1065628	1065697
NechaG23989	NechaT23989	1065628	1065697	1065698	1065743	1065744	1065857
NechaG23989	NechaT23989	1065744	1065857	1065858	1065911	1065912	1066946
NechaG70607	NechaT70607	606253	607117	607118	607169	607170	607503
NechaG70607	NechaT70607	607170	607503	607504	607554	607555	607789
NechaG70607	NechaT70607	607555	607789	607790	607844	607845	607872
NechaG70607	NechaT70607	607845	607872	607873	607923	607924	608095
NechaG70607	NechaT70607	607924	608095	608096	608147	608148	608259
NechaG70607	NechaT70607	608148	608259	608260	608313	608314	608476
NechaG70607	NechaT70607	608314	608476	608477	608523	608524	608657
NechaG38065	NechaT38065	696630	697046	697047	697155	697156	697194
NechaG46618	NechaT46618	1795496	1795673	1795674	1795702	1795703	1795767
NechaG46618	NechaT46618	1795703	1795767	1795768	1795887	1795888	1796243
NechaG46618	NechaT46618	1795888	1796243	1796244	1796302	1796303	1796550
NechaG46618	NechaT46618	1796303	1796550	1796551	1796599	1796600	1796929
NechaG46618	NechaT46618	1796600	1796929	1796930	1797087	1797088	1797395
NechaG105423	NechaT105423	509716	509893	509894	509941	509942	511111
NechaG19590	NechaT19590	19831	20110	20111	20198	20199	20344
NechaG88953	NechaT88953	12281	12499	12500	12589	12590	12625
NechaG88953	NechaT88953	12590	12625	12626	12766	12767	12841
NechaG88953	NechaT88953	12767	12841	12842	12960	12961	13001
NechaG88953	NechaT88953	12961	13001	13002	13455	13456	13510
NechaG105602	NechaT105602	612836	613048	613049	613078	613079	613198
NechaG105602	NechaT105602	613079	613198	613199	613237	613238	614317
NechaG86456	NechaT86456	598091	598664	598665	598716	598717	599621
NechaG89364	NechaT89364	3140	3900	3901	3970	3971	4449
NechaG89364	NechaT89364	3971	4449	4450	4499	4500	4516
NechaG58275	NechaT58275	2264284	2264347	2264348	2264400	2264401	2264450
NechaG58275	NechaT58275	2264401	2264450	2264451	2264499	2264500	2264572
NechaG58275	NechaT58275	2264500	2264572	2264573	2264623	2264624	2265157
NechaG58275	NechaT58275	2264624	2265157	2265158	2265215	2265216	2265321
NechaG58275	NechaT58275	2265216	2265321	2265322	2265378	2265379	2265420
NechaG58275	NechaT58275	2265379	2265420	2265421	2265590	2265591	2265795
NechaG98779	NechaT98779	2704847	2704873	2704874	2704927	2704928	2705464
NechaG74161	NechaT74161	577970	579832	579833	579867	579868	580739
NechaG74161	NechaT74161	579868	580739	580740	580770	580771	581837
NechaG74161	NechaT74161	580771	581837	581838	581889	581890	581997
NechaG74161	NechaT74161	581890	581997	581998	582043	582044	582678
NechaG70727	NechaT70727	2256286	2256664	2256665	2256718	2256719	2256988
NechaG70727	NechaT70727	2256719	2256988	2256989	2257045	2257046	2257187
NechaG70727	NechaT70727	2257046	2257187	2257188	2257243	2257244	2257977
NechaG70727	NechaT70727	2257244	2257977	2257978	2258028	2258029	2258116
NechaG70727	NechaT70727	2258029	2258116	2258117	2258162	2258163	2258367
NechaG67679	NechaT67679	3404648	3404726	3404727	3404782	3404783	3405790
NechaG98774	NechaT98774	2636467	2636554	2636555	2636617	2636618	2637360
NechaG90495	NechaT90495	5655762	5655782	5655783	5655836	5655837	5656334
NechaG90495	NechaT90495	5655837	5656334	5656335	5656382	5656383	5656994
NechaG90495	NechaT90495	5656383	5656994	5656995	5657042	5657043	5657171
NechaG93618	NechaT93618	2293416	2293460	2293461	2293593	2293594	2295984
NechaG19842	NechaT19842	1287210	1287387	1287388	1287464	1287465	1287522
NechaG19842	NechaT19842	1287465	1287522	1287523	1287578	1287579	1287620
NechaG19842	NechaT19842	1287579	1287620	1287621	1287678	1287679	1287752
NechaG19842	NechaT19842	1287679	1287752	1287753	1287816	1287817	1287863
NechaG87168	NechaT87168	320970	321149	321150	321202	321203	321307
NechaG87168	NechaT87168	321203	321307	321308	321452	321453	321700
NechaG87168	NechaT87168	321453	321700	321701	321884	321885	322329
NechaG87084	NechaT87084	78059	78464	78465	78694	78695	78994
NechaG87084	NechaT87084	78695	78994	78995	79132	79133	79355
NechaG87084	NechaT87084	79133	79355	79356	79536	79537	79744
NechaG85019	NechaT85019	2255826	2256137	2256138	2256178	2256179	2256766
NechaG79373	NechaT79373	3023650	3023792	3023793	3024014	3024015	3024110
NechaG79373	NechaT79373	3024015	3024110	3024111	3024208	3024209	3024404
NechaG86417	NechaT86417	485932	487581	487582	487632	487633	487722
NechaG97902	NechaT97902	172465	172579	172580	172690	172691	172955
NechaG97902	NechaT97902	172691	172955	172956	173007	173008	173275
NechaG97902	NechaT97902	173008	173275	173276	173322	173323	173636
NechaG97902	NechaT97902	173323	173636	173637	173697	173698	173725
NechaG97902	NechaT97902	173698	173725	173726	173769	173770	174090
NechaG97902	NechaT97902	173770	174090	174091	174141	174142	174468
NechaG80858	NechaT80858	3641611	3642063	3642064	3642122	3642123	3642212
NechaG80858	NechaT80858	3642123	3642212	3642213	3642306	3642307	3643246
NechaG80858	NechaT80858	3642307	3643246	3643247	3643315	3643316	3643359
NechaG80858	NechaT80858	3643316	3643359	3643360	3643408	3643409	3643597
NechaG68215	NechaT68215	1094475	1094973	1094974	1095039	1095040	1095223
NechaG68215	NechaT68215	1095040	1095223	1095224	1095314	1095315	1095535
NechaG51868	NechaT51868	572096	572572	572573	572626	572627	572744
NechaG51868	NechaT51868	572627	572744	572745	572792	572793	572933
NechaG51868	NechaT51868	572793	572933	572934	572989	572990	573351
NechaG98292	NechaT98292	4423	4456	4457	4518	4519	5024
NechaG51162	NechaT51162	2620318	2622663	2622664	2622719	2622720	2622941
NechaG79719	NechaT79719	4125784	4126096	4126097	4126145	4126146	4127305
NechaG122795	NechaT122795	158977	159074	159075	159188	159189	159705
NechaG65210	NechaT65210	890148	890531	890532	890590	890591	891469
NechaG65210	NechaT65210	890591	891469	891470	891520	891521	891713
NechaG85031	NechaT85031	2288452	2288478	2288479	2288526	2288527	2288861
NechaG85031	NechaT85031	2288527	2288861	2288862	2288971	2288972	2289044
NechaG88054	NechaT88054	436751	438386	438387	438446	438447	438979
